close,date,high,low,open,quoteVolume,volume,weightedAverage
0.01782,2017-06-30 00:00:00,0.01789998,0.01781817,0.01781817,138.16292376,2.47186249,0.01789092
0.01782001,2017-06-30 00:05:00,0.01789998,0.01782,0.01782001,91.14255576,1.62999982,0.01788406
0.01789737,2017-06-30 00:10:00,0.0179,0.01782,0.01789721,139.69408848,2.49888122,0.01788823
0.01782666,2017-06-30 00:15:00,0.0179,0.01782,0.01789477,88.2989585,1.57974197,0.01789083
0.01785999,2017-06-30 00:20:00,0.0179,0.0178,0.01789501,191.12315928,3.41281575,0.01785663
0.01778899,2017-06-30 00:25:00,0.01787124,0.0177889,0.01785999,182.76475182,3.25193615,0.01779301
0.01778886,2017-06-30 00:30:00,0.0179,0.01778884,0.01779232,46.72197221,0.83365232,0.01784283
0.01779165,2017-06-30 00:35:00,0.01779446,0.01778884,0.01778887,50.36257711,0.89603257,0.01779163
0.01770118,2017-06-30 00:40:00,0.01788055,0.017701,0.01779446,1112.46218142,19.7304435,0.01773583
0.01769002,2017-06-30 00:45:00,0.01773299,0.01769002,0.01770119,368.05581616,6.51476201,0.01770047
0.01769014,2017-06-30 00:50:00,0.01771548,0.01768,0.01769004,257.84815403,4.56128114,0.01768979
0.01767806,2017-06-30 00:55:00,0.01781435,0.01767801,0.01771549,65.1997245,1.1601298,0.01779347
0.01767804,2017-06-30 01:00:00,0.01780991,0.01767804,0.01767808,141.05129635,2.49366396,0.01767912
0.01767859,2017-06-30 01:05:00,0.0177338,0.01767804,0.01767805,115.52292669,2.04743151,0.01772316
0.01767804,2017-06-30 01:10:00,0.017726,0.01767804,0.0176786,64.36605173,1.13791283,0.01767877
0.01767804,2017-06-30 01:15:00,0.017726,0.01767804,0.01767805,13.13472071,0.23236546,0.01769093
0.01767805,2017-06-30 01:20:00,0.01778044,0.01767804,0.01767804,67.09912658,1.19114198,0.01775197
0.01767514,2017-06-30 01:25:00,0.01775805,0.01767514,0.01767805,128.17443697,2.26614418,0.01768015
0.01775004,2017-06-30 01:30:00,0.01775803,0.01765102,0.01767804,23.63351403,0.41819153,0.01769485
0.01768759,2017-06-30 01:35:00,0.01776999,0.01767516,0.01775005,86.2417536,1.53151014,0.01775833
0.01769388,2017-06-30 01:40:00,0.01779515,0.01768759,0.0176876,70.62525659,1.2550891,0.0177711
0.01770979,2017-06-30 01:45:00,0.01779512,0.01769388,0.01772569,36.52495241,0.64927949,0.01777632
0.0178,2017-06-30 01:50:00,0.01782001,0.01770979,0.0177098,130.94821337,2.33052431,0.01779729
0.0178009,2017-06-30 01:55:00,0.0178402,0.01780001,0.01780001,21.03941908,0.37517403,0.01783195
0.0179,2017-06-30 02:00:00,0.0179,0.01780091,0.01780091,326.19535276,5.83369128,0.01788404
0.0179,2017-06-30 02:05:00,0.01790073,0.0179,0.0179,67.64239351,1.21080872,0.01790014
0.0179,2017-06-30 02:10:00,0.01793,0.0179,0.01790002,94.83636284,1.6988523,0.01791351
0.0179,2017-06-30 02:15:00,0.01793,0.0179,0.01790001,39.31303854,0.70370674,0.01790008
0.0179,2017-06-30 02:20:00,0.01793542,0.0179,0.0179,197.31900856,3.53388242,0.01790948
0.0179,2017-06-30 02:25:00,0.01792113,0.0179,0.0179,115.98772788,2.07626629,0.01790074
